program_name,q,a
신혼부부 임차보증금 이자지원 사업,"입주권, 분양권이 있는 경우 등 주택을 보유한 경우, 신청이 가능한지?","본인 및 배우자(예정자 포함) 명의의 소유권보존(이전)등기 또는 잔금대출이 확인되는 분양권(입주권)은 주택보유수에 포함되어 신청이 불가합니다.
또한, 대출연장 시 주택보유 여부를 다시 확인하여 주택 보유가 확인되는 경우 연장이 불가할 수 있습니다.
구체적인 주택보유수 산정기준 등 관련 사항은 사전에 반드시 은행에 확인하여 주시기 바랍니다."
신혼부부 임차보증금 이자지원 사업,주택을 보유하고 있는 경우 신청 가능한 방법은?,"주택을 보유하고 있는 경우 원칙적으로 신청이 불가하며, 주택을 처분한 경우 신청이 가능합니다.
다만, 이 경우 대출실행 전까지는 소유권이전등기접수증을 제출해 주택처분사실을 입증하셔야 합니다.
이와 관련한 더 구체적인 사항은 반드시 대출은행에 상담해 주시기 바랍니다."
신혼부부 임차보증금 이자지원 사업,대출신청 조건이 결혼 7년 이내인데 기준이 무엇인가요?,"은행의 대출신청일*을 기준으로 혼인관계증명서에 명시된 혼인신고일로부터 7년 이내입니다.
* 대출신청일은 은행 담당자가 대출신청을 접수하고 보증서를 발급신청한 날을 의미하며, 증빙자료는 대출 신청 시 은행에 제출"
신혼부부 임차보증금 이자지원 사업,"서울시 청년 임차보증금 이자지원, 자녀출산 무주택 가구 주거비 지원 등을 받고 있는데, 신혼부부 임차보증금 대출을 추가로 받을 수 있나요?","추가대출은 불가하고, 기존 이용 중인 전세대출을 상환하는 조건으로 본 대출 취급이 가능합니다."
신혼부부 임차보증금 이자지원 사업,[주택 및 계약 관련],"※ '25.11.20. 신규 대출 추천서 발급 신청자부터 적용
월세가 포함된 보증부 월세 계약(반전세)의 경우, 전월세 전환율(서울시에서 6개월 주기로 공지)을 적용하여 환산된 임차보증금(이하 ‘환산 임차보증금*')이 7억원 이하인 경우에만 지원됩니다.
환산 임차보증금이 7억원을 초과할 경우, 대출추천서 발급 및 대출신청이 불가하오니 임대차계약 전 반드시 환산 임차보증금을 계산하시어 가능 여부를 확인하시기 바랍니다.
* 환산 임차보증금 = 월세보증금+(월세 × 12개월 ÷ 전월세 전환율)
※ 월세보증금 없이 월세만 있는 경우에는 지원불가"
신혼부부 임차보증금 이자지원 사업,월세가 포함된 보증부 월세 계약(반전세)의 경우 임차보증금 적용 기준은 무엇인지?,"※ '25.11.20. 신규 대출 추천서 발급 신청자부터 적용
월세가 포함된 보증부 월세 계약(반전세)의 경우, 전월세 전환율(서울시에서 6개월 주기로 공지)을 적용하여 환산된 임차보증금(이하 ‘환산 임차보증금*')이 7억원 이하인 경우에만 지원됩니다.
환산 임차보증금이 7억원을 초과할 경우, 대출추천서 발급 및 대출신청이 불가하오니 임대차계약 전 반드시 환산 임차보증금을 계산하시어 가능 여부를 확인하시기 바랍니다.
* 환산 임차보증금 = 월세보증금+(월세 × 12개월 ÷ 전월세 전환율)
※ 월세보증금 없이 월세만 있는 경우에는 지원불가"
신혼부부 임차보증금 이자지원 사업,전월세 전환율은 어떻게 확인할 수 있나요?,"서울주거포털 공지사항에 6개월 주기로 전월세 전환율을 변경 공지합니다. 전월세 전환율 변경 전 서울주거포털을 통해 사전 공지합니다.
※ 전월세 전환율 확인방법: 서울주거포털-알림소통-공지사항
※ '25.11.20. 신규 대출 추천서 발급 신청자부터 적용"
신혼부부 임차보증금 이자지원 사업,전월세 전환율이 적용된 환산 임차보증금을 기준으로 대출가능금액이 정해지나요?,"환산 임차보증금은 지원대상 주택요건의 충족여부를 판단하기 위한 것으로, 대출가능금액은 임대차계약서 상의 임차 보증금을 기준(환산 임차보증금 미반영)으로 한국주택금융공사의 보증서 발급 가능 금액 이내입니다."
신혼부부 임차보증금 이자지원 사업,환산 임차보증금(전월세 전환율 적용) 기준은 대출 연장자에게도 적용되나요?,"지원대상 주택 요건의 충족 여부 확인을 위한 환산 임차보증금 기준은 신규대출 신청자에게만 적용되며, 대출 연장자에게는 적용되지 않습니다."
신혼부부 임차보증금 이자지원 사업,기존 거주주택의 임차보증금 상승으로 7억원을 초과한 경우는 대출을 상환해야 하나요?,"※ '25.11.20. 대출 연장 신청자부터 적용
기한연장 시, 이차보전 중단사유가 없다면 기존 거주 주택의 임차보증금 상승으로 임차보증금이 7억원을 초과한 경우, 임차보증금이 7억3천5백만원 이하인 경우에만 ‘1회’에 한해 기한연장이 가능합니다.
주) 1회차 연장시: 기존 거주 주택은 최초대출 신청주택
2회차 이상 연장시: 기존 거주 주택은 직전 연장시점 주택
※ 기한연장의 경우, 임대차계약서 상 임차보증금을 기준으로 주택조건 충족여부를 확인합니다.
<대출 연장 가능 여부(예시) >
예시) 대출기간 중 물건지 변경 없는 경우
-(신규대출)환산 임차보증금 6.8억 → (1차 연장)임차보증금 7.2억 → (2차연장) 임차보증금 6.9억 : 1, 2차연장 가능
-(신규대출) 환산 임차보증금 6.8억 → (1차 연장)임차보증금 7.2억 → (2차연장) 임차보증금 7.1억 : 2차연장 불가능
예시) 대출기간 중 물건지 변경한 경우
-(신규대출) A집 환산 임차보증금 6.8억 →(1차 연장)A집 임차보증금 7억 → (2차연장) B집 임차보증금 7.1억 : 2차 연장 불가 *2차 연장 불가사유: 1차연장 시점의 주택과 2차 연장 시점의 주택이 상이함
-(신규대출) A집 환산 임차보증금 6.8억 → (1차 연장)B집 임차보증금 6.9억 → (2차연장) B집 임차보증금 7.1억 → (3차연장) B집 임차보증금 7.1억: 1, 2차연장 가능 / 3차 연장 불가 *3차 연장 불가사유: 2차연장 때 1회 연장하였으므로 2회는 불가함"
신혼부부 임차보증금 이자지원 사업,집주인(임대인)의 대출동의가 필요한가요?,"임대차계약 사실 확인을 위해 경우에 따라 임대인을 방문하여 임대차계약의 진위여부를 확인할 수 있으며, 이와 관련하여 임대인에게 사전 안내하실 것을 권장드립니다.
본 대출에 대해 집주인의 의무사항은 없습니다. 또한 대출금은 집주인의 통장으로 입금되지만,대출금 상환의무는 세입자에게 있습니다."
신혼부부 임차보증금 이자지원 사업,거주 중인 주택계약서로 신청이 가능한가요?,"집주인은 은행이 아닌 ‘세입자'에게 보증금을 반환하면 됩니다.
자세한 사항은 은행에 문의 바랍니다.
임대차계약서 상 입주일과 주민등록전입일 중 빠른 날로부터 3개월 이내면 신청가능합니다.
※ 단, 거주 주택의 연장 계약인 경우 주민등록 전입일로부터 3개월 이상 경과하고, 갱신 계약일(재계약 시작일)로부터 3개월 이내 은행에 대출 신청하셔야 합니다."
신혼부부 임차보증금 이자지원 사업,공공임대주택도 신청이 가능한지?,"공공주택 사업자(국가, 지방자치단체, SH, LH, 서울리츠 등)가 공급 또는 지원하는 주택에 입주(예정)자는 신청이 불가합니다. 서울시 청년안심주택(역세권청년주택)은 ‘민간 임대주택' 유형만 가능합니다."
신혼부부 임차보증금 이자지원 사업,민간 임차주택인데 신청불가한 경우도 있는지?,"건축물대장에 명시되어있는 건물용도를 참고하셔야 하며, 위반 건축물의 경우 신청하실 수 없습니다."
신혼부부 임차보증금 이자지원 사업,이사 등으로 주택조건이 변경될 경우 어떻게 해야 하나요?,"은행에 방문하여 변경되는 사항에 대해 사전 고지 및 해당 주택이 대출대상 주택에 적합한지 상담을 받아야 합니다.
전세대출 이용 중 ‘목적물 변경(이사)'에 대한 절차 및 이용 방법에 대해 은행에 문의하시기 바랍니다.
단, 서울시 외 지역으로 전출 및 공공임대주택으로 이사하거나 전세계약이 종료되어 대출금을 상환하는 경우는 이자지원 중단사유에 해당되므로 반드시 은행에 통지하여야 합니다."
신혼부부 임차보증금 이자지원 사업,주택수(주택보유수) 산정기준이 궁금합니다. 소유 중인 주택을 처분할 계획이 없으면 무조건 지원이 불가능한가요?,"소유 중인 주택이 한국주택금융공사 규정 상 주택보유수 산정 제외대상에 해당되면, 주택을 소유하고 있더라도 무주택자로서 사업 지원이 가능합니다. 단, 정부의 부동산 정책 및 한국주택금융공사 보증규정 개정 등의 변경에 따라 주택보유수 산정 제외대상 상세내용은 달라질 수 있으니 은행을 통해 반드시 사전문의 해주시기 바랍니다.
○ 주택보유수 산정 제외 대상(신규취급 시) '25.5.기준
1. 「국토의 계획 및 이용에 관한 법률」에 따른 도시지역이 아닌 지역 또는 면의 행정구역(수도권은 제외한다)에 건축 되어 있는 주택으로서 다음 하나에 해당하는 주택의 소유자가 해당 주택건설지역에 거주(상속으로 주택 취득한 경우에는 피상속인이 거주한 것을 상속인이 거주한 것으로 본다)하다가 다른 주택건설지역으로 이주한 경우
가. 사용승인후 20년 이상 경과된 단독주택
나. 85㎡ 이하의 단독주택
다. 소유자의 「가족관계의 등록에 관한 법률」에 따른 최초 등록지기준에 건축되어 있는 주택으로서 직계존속 또는 배우자로부터 상속 등에 의하여 이전받은 단독주택
2. 개인주택사업자 분양을 목적으로 주택을 건설하여 이를 분양 완료하였거나 그 지분을 처분한 경우
3. 세무서에 사업자로 등록한 개인사업자가 그 소속근로자의 숙소로 사용하기 위하여 주택을 건설하여 소유하고 있거나 정부시책의 일환으로 근로자에게 공급할 목적으로 사업계획 승인을 얻어 건설한 주택을 공급받아 소유하고 있는 경우
4. 20㎡ 이하의 주택을 소유하고 있는 경우. 이 경우 1호 또는 1세대를 주택보유수에서 제외하여 산정한다.
5. 건물등기사항전부증명서 또는 건축물관리대장의 공부상 주택으로 등재되어 있으나 주택이 낡아 사람이 살지 아니하는 폐가 이거나 주택이 멸실되었거나 주택이 아닌 다른 용도로 사용되고 있는 경우 실제 사용하고 있는 용도로 공부를 정리한 경우
6. 무허가건물을 소유하고 있는 경우
7. 소득세법 시행령 제 154조, 제155조에 따른 어린이집으로 확인되는 경우
○ 주택보유수 산정 제외 대상(기한연장 시) ’25.5.기준
기한연장 시에는 “주택보유수 산정 제외 대상(신규취급 시)”와 다음 아래에 해당하는 경우 주택보유수에서 제외할 수 있다.
1. 상속으로 인하여 공유지분을 취득한 경우 기한연장일로부터 3개월 이내에 처분하는 조건
2. 상속으로 인하여 단독으로 주택을 취득한 경우 기한연장일로부터 6개월 이내에 처분하는 조건
3. 개인주택사업자가 분양을 목적으로 주택을 건설하였으나 분양 완료 또는 그 지분을 처분하지 못한 경우, 기한연장일로부터 3개월 이내에 이를 처분하는 조건"
